idanalytics;analytics_date;analytics_user_key;analytics_session_key;analytics_event_type;analytics_data
1203;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;7d9c6e5f-d272-080d-c99f-ba9790e3e16a;PAGEVIEW;"{""action"":""http:\/\/virtualvis.eu\/BIGFASH\/"",""label"":""PAGEVIEW"",""category"":""PAGEVIEW""}"
1204;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;7d9c6e5f-d272-080d-c99f-ba9790e3e16a;USERAGENT;"{""action"":""Chrome 80"",""label"":""USERAGENT"",""category"":""USERAGENT""}"
1205;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;7d9c6e5f-d272-080d-c99f-ba9790e3e16a;DEVICE;"{""action"":{""logicalCpu"":8,""screen"":{""availableWidth"":1600,""availableHeight"":860,""width"":1600,""isTouchScreen"":false,""height"":900}},""label"":""DEVICE"",""category"":""DEVICE""}"
1206;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;7d9c6e5f-d272-080d-c99f-ba9790e3e16a;LANGUAGE;"{""action"":""es"",""label"":""LANGUAGE"",""category"":""LANGUAGE""}"
1207;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;PAGEVIEW;"{""action"":""http:\/\/virtualvis.eu\/BIGFASH\/"",""label"":""PAGEVIEW"",""category"":""PAGEVIEW""}"
1208;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;USERAGENT;"{""action"":""Chrome 80"",""label"":""USERAGENT"",""category"":""USERAGENT""}"
1209;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;DEVICE;"{""action"":{""logicalCpu"":8,""screen"":{""availableWidth"":1600,""availableHeight"":860,""width"":1600,""isTouchScreen"":false,""height"":900}},""label"":""DEVICE"",""category"":""DEVICE""}"
1210;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;LANGUAGE;"{""action"":""es"",""label"":""LANGUAGE"",""category"":""LANGUAGE""}"
1211;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;COUNTRY;"{""action"":""Spain"",""lon"":null,""label"":""COUNTRY"",""category"":""COUNTRY"",""lat"":null}"
1212;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""1"",""name"":""Pendiente Beatle"",""properties"":[{""name"":""Enganche Beatle"",""type"":""material"",""value"":""color_2"",""group"":""mat_enganche_beatle""},{""name"":""Enganche Beatle_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Beatle"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_beatle""},{""name"":""Pendiente Beatle_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1213;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1214;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""3"",""name"":""Pendiente Quadrato"",""properties"":[{""name"":""Enganche Quadrato"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_quadrato""},{""name"":""Enganche Quadrato_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Quadrato"",""type"":""material"",""value"":""color_4"",""group"":""mat_pendiente_quadrato""},{""name"":""Pendiente Quadrato_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1215;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1216;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1217;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1218;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;MATERIALSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""N""}]},""label"":""MATERIALSET"",""category"":""MATERIALSET""}"
1219;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;MATERIALSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""N""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""U""}]},""label"":""MATERIALSET"",""category"":""MATERIALSET""}"
1220;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;MATERIALSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""N""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""U""}]},""label"":""MATERIALSET"",""category"":""MATERIALSET""}"
1221;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;MATERIALSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""N""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_7"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""U""}]},""label"":""MATERIALSET"",""category"":""MATERIALSET""}"
1222;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;MATERIALSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""N""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""U""}]},""label"":""MATERIALSET"",""category"":""MATERIALSET""}"
1223;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;MATERIALSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_6"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""N""}]},""label"":""MATERIALSET"",""category"":""MATERIALSET""}"
1224;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;MATERIALSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""N""}]},""label"":""MATERIALSET"",""category"":""MATERIALSET""}"
1225;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;MATERIALSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""N""}]},""label"":""MATERIALSET"",""category"":""MATERIALSET""}"
1226;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;MATERIALSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_6"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""N""}]},""label"":""MATERIALSET"",""category"":""MATERIALSET""}"
1227;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1228;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;MATERIALSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""N""}]},""label"":""MATERIALSET"",""category"":""MATERIALSET""}"
1229;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;MATERIALSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""N""}]},""label"":""MATERIALSET"",""category"":""MATERIALSET""}"
1230;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;MATERIALSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_6"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""N""}]},""label"":""MATERIALSET"",""category"":""MATERIALSET""}"
1231;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""3"",""name"":""Pendiente Quadrato"",""properties"":[{""name"":""Enganche Quadrato"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_quadrato""},{""name"":""Enganche Quadrato_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Quadrato"",""type"":""material"",""value"":""color_4"",""group"":""mat_pendiente_quadrato""},{""name"":""Pendiente Quadrato_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1232;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""4"",""name"":""Pendiente letra A"",""properties"":[{""name"":""Enganche Letra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_letra""},{""name"":""Enganche Letra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Letra"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_letra""},{""name"":""Pendiente Letra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1233;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""3"",""name"":""Pendiente Quadrato"",""properties"":[{""name"":""Enganche Quadrato"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_quadrato""},{""name"":""Enganche Quadrato_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Quadrato"",""type"":""material"",""value"":""color_4"",""group"":""mat_pendiente_quadrato""},{""name"":""Pendiente Quadrato_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1234;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;MATERIALSET;"{""action"":{""elementId"":""3"",""name"":""Pendiente Quadrato"",""properties"":[{""name"":""Enganche Quadrato"",""type"":""material"",""value"":""color_4"",""group"":""mat_enganche_quadrato""},{""name"":""Enganche Quadrato_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Quadrato"",""type"":""material"",""value"":""color_4"",""group"":""mat_pendiente_quadrato""},{""name"":""Pendiente Quadrato_status"",""type"":""status"",""value"":""N""}]},""label"":""MATERIALSET"",""category"":""MATERIALSET""}"
1235;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;MATERIALSET;"{""action"":{""elementId"":""3"",""name"":""Pendiente Quadrato"",""properties"":[{""name"":""Enganche Quadrato"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_quadrato""},{""name"":""Enganche Quadrato_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Quadrato"",""type"":""material"",""value"":""color_4"",""group"":""mat_pendiente_quadrato""},{""name"":""Pendiente Quadrato_status"",""type"":""status"",""value"":""N""}]},""label"":""MATERIALSET"",""category"":""MATERIALSET""}"
1236;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;MATERIALSET;"{""action"":{""elementId"":""3"",""name"":""Pendiente Quadrato"",""properties"":[{""name"":""Enganche Quadrato"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_quadrato""},{""name"":""Enganche Quadrato_status"",""type"":""status"",""value"":""N""},{""name"":""Pendiente Quadrato"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_quadrato""},{""name"":""Pendiente Quadrato_status"",""type"":""status"",""value"":""U""}]},""label"":""MATERIALSET"",""category"":""MATERIALSET""}"
1237;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;MATERIALSET;"{""action"":{""elementId"":""3"",""name"":""Pendiente Quadrato"",""properties"":[{""name"":""Enganche Quadrato"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_quadrato""},{""name"":""Enganche Quadrato_status"",""type"":""status"",""value"":""N""},{""name"":""Pendiente Quadrato"",""type"":""material"",""value"":""color_7"",""group"":""mat_pendiente_quadrato""},{""name"":""Pendiente Quadrato_status"",""type"":""status"",""value"":""U""}]},""label"":""MATERIALSET"",""category"":""MATERIALSET""}"
1238;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""1"",""name"":""Pendiente Beatle"",""properties"":[{""name"":""Enganche Beatle"",""type"":""material"",""value"":""color_2"",""group"":""mat_enganche_beatle""},{""name"":""Enganche Beatle_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Beatle"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_beatle""},{""name"":""Pendiente Beatle_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1239;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""8"",""name"":""Pendiente Beatle Modelo"",""properties"":[{""name"":""Enganche Beatle"",""type"":""material"",""value"":""color_2"",""group"":""mat_enganche_beatle""},{""name"":""Enganche Beatle_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Beatle"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_beatle""},{""name"":""Pendiente Beatle_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1240;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1241;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""9"",""name"":""Pendiente Sfera Modelo"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1242;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""6"",""name"":""Pendiente palabra leboh"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1243;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""7"",""name"":""Pendiente palabra leboh Modelo"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1244;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""6"",""name"":""Pendiente palabra leboh"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1245;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""7"",""name"":""Pendiente palabra leboh Modelo"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1246;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""14"",""name"":""Pendiente palabra hakuna Modelo"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1247;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""7"",""name"":""Pendiente palabra leboh Modelo"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1248;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""4"",""name"":""Pendiente letra A"",""properties"":[{""name"":""Enganche Letra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_letra""},{""name"":""Enganche Letra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Letra"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_letra""},{""name"":""Pendiente Letra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1249;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""5"",""name"":""Pendiente letra A Modelo"",""properties"":[{""name"":""Enganche Letra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_letra""},{""name"":""Enganche Letra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Letra"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_letra""},{""name"":""Pendiente Letra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
1250;1,58E+12;8dbdba78-3b53-cabf-0c5e-4a2653ca0181;b2438d29-2aa2-25ca-54aa-3eb860f4d41e;ELEMENTSET;"{""action"":{""elementId"":""6"",""name"":""Pendiente palabra leboh"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
